week,vteam,hteam,vscore,hscore,fspread,fscore,temp,wind_mph,vdflg,hdflg,divgame,nsite,vospread,hospread,ouopen,vcspread,hcspread,ouclose,vTOTAL.DVOA,vTOTAL.RNK,vOFF.RNK,vOFF.DVOA,vDEF.RNK,vDEF.DVOA,vST.RNK,vST.DVOA,hTOTAL.DVOA,hTOTAL.RNK,hOFF.RNK,hOFF.DVOA,hDEF.RNK,hDEF.DVOA,hST.RNK,hST.DVOA,vtsw,vtsl,vtst,htsw,htsl,htst,vtw,vtl,vtt,vts,htw,htl,htt,hts,sWinner,winner,ou
6,DET,JAX,34,16,18,50,79,9,14,7,0,0,-1.5,1.5,53.5,-3,3,53,-2.2,18,23,-4.9,30,10.8,7,4.2,-12.4,27,9,7.1,32,20,28,-4.2,1,3,0,2,3,0,1,3,0,-1,1,4,0,-4,-1,-1,-1
6,ATL,MIN,40,23,17,63,72,0,7,7,0,0,3.5,-3.5,57,3.5,-3.5,53.5,-1.7,17,22,-4.5,28,8.9,23,-2.1,1.4,13,8,8.2,14,0,20,-1.7,1,4,0,3,2,0,0,5,0,-5,1,4,0,-1,-1,-1,1
6,HOU,TEN,36,42,-6,78,61,6,7,5,1,0,3,-3,55,3.5,-3.5,52.5,0.1,14,18,3,17,1.6,14,0.7,1.8,12,13,5.7,20,3.9,25,-2.8,1,4,0,1,3,0,1,4,0,1,4,0,0,4,1,1,1
6,WAS,NYG,19,20,-1,39,63,11,7,7,1,0,2.5,-2.5,44.5,1,-1,42,-20.3,32,31,-32.8,4,-10.9,22,-1.9,-14,28,32,-34.2,15,0.2,3,5.9,1,3,1,3,2,0,1,4,0,-4,0,5,0,-5,0,1,-1
6,CLE,PIT,7,38,-31,45,60,8,7,7,1,0,4,-4,50.5,3,-3,50,-3.3,20,14,5.6,16,0.9,31,-6.7,11.5,8,12,6,7,-8.9,12,1.6,3,2,0,3,1,0,4,1,0,4,4,0,0,4,1,1,-1
6,BAL,PHI,30,28,2,58,64,7,7,7,0,0,-7,7,48.5,-10,10,46.5,21.2,2,17,3.6,3,-18.9,1,11.4,-6.7,24,29,-26.5,23,5.2,11,1.7,3,1,1,1,4,0,4,1,0,2,1,3,1,-1,1,-1,1
6,CIN,IND,27,31,-4,58,72,0,7,7,0,0,7.5,-7.5,46.5,7.5,-7.5,46,-16.4,30,27,-24.2,13,-0.8,9,2.3,13.1,6,25,-9.2,1,-24.3,2,8.6,3,2,0,3,2,0,1,3,1,-1,3,2,0,-1,-1,1,1
6,GB,TB,10,38,-28,48,86,15,13,10,0,0,2.5,-2.5,51.5,-2.5,2.5,55,7.3,9,1,31,29,10.3,8,3,14.8,4,10,7.1,2,-20.8,19,-1.4,4,0,0,2,2,1,4,0,0,4,3,2,0,-1,1,1,-1
6,LAR,SF,16,24,-8,40,83,6,7,7,1,0,3,-3,49,-2,2,51,12.7,7,4,22.3,8,-7.8,29,-4.7,1.9,11,24,-4.9,10,-2.3,13,0.9,3,2,0,2,3,0,4,1,0,2,2,3,0,-2,1,1,-1
6,NYJ,MIA,0,24,-24,24,82,14,7,7,1,0,9,-9,50,9,-9,46.5,-19.5,31,28,-24.7,24,6,27,-3.4,-8.4,25,15,5.3,27,7.3,6,4.6,0,5,0,3,2,0,0,5,0,-5,2,3,0,1,1,1,-1
6,DEN,NE,18,12,6,30,58,6,17,13,0,0,9.5,-9.5,46.5,7.5,-7.5,44,-16,29,30,-31,11,-1.8,26,-3,-0.7,16,19,2.4,22,4.5,16,-0.2,3,1,0,2,2,0,1,3,0,1,2,2,0,-1,-1,-1,-1
6,ARI,DAL,38,10,28,48,64,4,8,8,0,0,3,-3,52,1.5,-1.5,56,-0.7,15,20,1.5,19,3.7,15,0.2,-5.1,23,11,6.6,26,6.4,18,-1.4,3,2,0,0,5,0,3,2,0,1,2,3,0,1,-1,-1,-1
6,KC,BUF,26,17,9,43,50,3,14,6,0,0,-3.5,3.5,58,-5.5,5.5,54.5,22.2,1,2,25.6,9,-4.1,30,-5.3,7.1,10,5,19.3,21,4,10,2.2,3,1,0,3,2,0,4,0,0,4,4,1,0,-1,-1,-1,-1
7,NYG,PHI,21,22,-1,43,68,3,4,4,1,0,6.5,-6.5,45.5,5,-5,44.5,-15.3,28,32,-29,17,2.2,6,4.5,-9.4,25,28,-23,19,4.3,18,-0.9,3,2,1,2,4,0,1,5,0,1,1,4,1,-2,-1,1,-1
7,CLE,CIN,37,34,3,71,48,5,7,7,1,0,-4.5,4.5,51.5,-4.5,4.5,49.5,-8.9,24,23,-4.8,20,4.6,31,-6.8,-18.8,30,27,-22,18,3.8,12,1,3,3,0,4,2,0,4,2,0,-1,1,4,1,-2,1,-1,1
7,DAL,WAS,3,25,-22,28,46,6,6,7,1,0,-3,3,48,1.5,-1.5,44.5,-12,27,24,-5,28,10.2,25,-2.3,-19.9,31,30,-27.4,7,-8.5,23,-2.1,0,6,0,1,3,2,2,4,0,-1,1,5,0,-5,1,1,-1
7,DET,ATL,23,22,1,45,72,0,7,7,0,0,2,-2,56.5,1,-1,55,0.2,14,19,0.4,23,5.6,9,2.4,-2.8,20,22,-2.4,25,7.1,22,-1.5,2,3,0,2,4,0,2,3,0,1,1,5,0,1,-1,-1,-1
7,CAR,NO,24,27,-3,51,72,0,7,13,1,0,6.5,-6.5,51,7,-7,50.5,-8.3,23,15,4.1,21,5,19,-0.9,18,4,10,7.7,8,-8.3,5,4.7,3,3,0,2,3,0,3,3,0,-1,3,2,0,2,-1,1,1
7,BUF,NYJ,18,10,8,28,50,6,6,7,1,0,-9.5,9.5,47,-9.5,9.5,46.5,1.4,13,11,7.6,29,11.5,11,1,-25,32,31,-28.8,24,5.8,30,-6.6,3,3,0,0,6,0,4,2,0,-2,0,6,0,-6,1,-1,-1
7,GB,HOU,35,20,15,55,71,5,7,7,0,0,-3.5,3.5,55.5,-3,3,55.5,4.7,12,4,18.4,30,12.1,8,2.6,-0.5,15,8,9.6,27,9.4,16,0,4,1,0,1,5,0,4,1,0,-1,1,5,0,-1,-1,-1,-1
7,SEA,ARI,34,37,-3,71,72,0,14,6,1,0,-3.5,3.5,56,-3.5,3.5,55.5,14,7,1,26.5,26,7.6,4,5.7,6,10,12,6.3,9,-6.2,14,0.4,4,1,0,4,2,0,5,0,0,5,4,2,0,2,1,1,1
7,SF,NE,33,6,27,39,49,5,7,7,0,0,5,-5,46,3,-3,44.5,5.4,11,13,4.3,11,-2,13,0.9,-2.2,18,25,-7.5,14,-0.2,10,2.1,3,3,0,2,3,0,3,3,0,1,2,3,0,-2,-1,-1,-1
7,KC,DEN,43,16,27,59,14,8,6,7,1,0,-9.5,9.5,49,-7,7,45.5,21.9,2,2,26,10,-2.4,29,-5.8,-10.9,26,29,-25.6,6,-11.1,15,0.3,4,1,0,4,1,0,5,0,0,5,2,3,0,2,-1,-1,1
7,TB,LV,45,20,25,65,72,0,7,21,0,0,-2,2,54,-4,4,51.5,23.6,1,7,12.1,1,-29.2,17,-0.2,-4.2,22,6,14.3,31,17.8,21,-1.3,3,2,1,2,2,0,4,2,0,1,2,2,0,-2,-1,-1,1
7,PIT,TEN,27,24,3,51,58,2,7,7,0,0,7,-7,51,1,-1,51,16.3,5,9,8.4,2,-19.4,7,2.6,7.6,9,3,23.7,22,5.1,26,-2.7,4,1,0,2,3,0,5,0,0,5,5,0,0,5,-1,-1,0
7,JAX,LAC,29,39,-10,68,72,0,7,13,0,0,6.5,-6.5,49,7.5,-7.5,49,-16.1,29,17,1.1,32,18.3,28,-5.7,-2.4,19,16,2.6,12,-1,32,-7.7,2,4,0,3,1,1,1,5,0,-5,1,4,0,-4,1,1,1
7,CHI,LAR,10,24,-14,34,72,0,8,8,0,0,6.5,-6.5,47,6.5,-6.5,44.5,-0.7,16,26,-12.6,5,-16,24,-2.2,10.2,8,5,18,13,-0.4,27,-3.6,4,2,0,3,3,0,5,1,0,2,4,2,0,-1,1,1,-1
8,ATL,CAR,25,17,8,42,74,7,4,4,1,0,3,-3,51.5,1.5,-1.5,52,-4.9,19,23,-4.1,27,8.7,21,-1,-6.3,20,10,7.9,23,7,17,-0.4,2,5,0,4,3,0,1,6,0,-1,3,4,0,-2,-1,-1,-1
8,IND,DET,41,21,20,62,72,0,14,7,0,0,-3,3,51,-3.5,3.5,49,14.9,6,22,-3,4,-18.8,2,7.5,2.5,14,18,2.3,18,2.7,8,3,3,3,0,3,3,0,4,2,0,1,3,3,0,2,-1,-1,1
8,MIN,GB,28,22,6,50,33,24,14,7,1,0,5.5,-5.5,56,6,-6,48,-1.8,15,21,-0.2,15,1.5,20,-1,7.9,11,4,20.1,22,6.1,13,1,3,3,0,5,1,0,1,5,0,-2,5,1,0,1,-1,-1,1
8,NE,BUF,21,24,-3,45,42,17,7,7,1,0,3,-3,46,4.5,-4.5,41,-10,25,25,-14.9,25,8.3,9,2.4,3.9,13,12,7.7,21,5.9,10,1.6,2,4,0,3,4,0,2,4,0,-3,5,2,0,1,-1,1,1
8,TEN,CIN,20,31,-11,51,49,18,7,7,0,0,-4,4,54.5,-7,7,49,8.1,10,3,20.7,17,2.3,31,-6.8,-19.6,31,28,-18.2,26,8.4,11,1.5,2,4,0,5,2,0,5,1,0,-1,1,5,1,-3,1,1,1
8,LV,CLE,16,6,10,22,47,26,7,7,0,0,3,-3,55.5,1,-1,47.5,-6.9,23,9,9.2,31,18.4,22,-1.3,-7.2,24,15,4,24,8,29,-5.7,2,3,0,3,4,0,2,3,0,-3,5,2,0,1,-1,-1,-1
8,NYJ,KC,9,35,-26,44,46,12,7,7,0,0,21,-21,47.5,19.5,-19.5,49,-28.2,32,32,-31.9,20,5.6,30,-6.4,23.6,2,1,25.1,13,-2.2,24,-1.7,1,6,0,5,1,0,0,7,0,-7,6,0,0,6,1,1,-1
8,LAR,MIA,17,28,-11,45,85,9,6,14,0,0,-3.5,3.5,47,-3.5,3.5,46.5,13.3,7,5,19,11,-4.2,25,-2.7,-6.7,21,16,3.4,14,0.7,3,6.1,4,3,0,4,2,0,5,2,0,1,3,3,0,2,1,1,-1
8,NO,CHI,26,23,3,49,38,18,7,6,0,0,-2.5,2.5,46.5,-5.5,5.5,41,18.5,4,7,11.1,10,-5.7,7,4.3,-2.2,16,26,-16.6,6,-15.2,19,-0.9,2,4,0,4,3,0,4,2,0,3,5,2,0,-1,1,-1,1
8,SF,SEA,27,37,-10,64,55,3,7,7,1,0,5,-5,54,1,-1,54.5,12.1,9,8,10.9,8,-7.5,12,1.3,12.4,8,2,21,28,8.9,4,5.3,4,3,0,4,2,0,4,3,0,2,5,1,0,-1,1,1,1
8,DAL,PHI,9,23,-14,32,50,11,7,10,1,0,4,-4,43,10,-10,43.5,-17,29,24,-13.5,30,12.3,16,-0.3,-6.8,22,27,-16.7,16,1.8,23,-1.5,0,7,0,2,5,0,2,5,0,-2,2,4,1,1,1,1,-1
8,LAC,DEN,30,31,-1,61,66,7,7,7,1,0,0,0,44.5,-3,3,44.5,-2.4,17,13,5.3,12,-3,32,-11.7,-15.8,28,31,-28.1,7,-8.7,27,-4.7,4,1,1,4,2,0,2,4,0,1,2,4,0,-1,1,1,1
8,PIT,BAL,28,24,4,52,51,10,7,14,1,0,5,-5,48,4,-4,44.5,17.1,5,17,2.8,2,-19.4,5,5,22.2,3,19,0.9,3,-18.8,1,13.1,5,1,0,3,2,1,6,0,0,6,5,1,0,3,-1,-1,1
8,TB,NYG,25,23,2,48,39,8,8,11,0,0,-9.5,9.5,47.5,-12.5,12.5,46.5,27.2,1,6,14.6,1,-29.9,14,0.5,-15.8,27,30,-25.3,19,4.2,6,4.4,4,2,1,4,2,1,5,2,0,2,1,6,0,-1,1,-1,1
9,GB,SF,34,17,17,51,76,4,4,4,0,0,0,0,50.5,-6,6,48,8.7,9,2,22.9,29,9.8,10,1.7,6.6,12,9,7.7,12,-3.7,14,0.8,5,2,0,4,4,0,5,2,0,-1,4,4,0,-1,-1,-1,1
9,SEA,BUF,34,44,-10,78,65,3,7,7,0,0,-1.5,1.5,55.5,-3,3,55,15.9,7,3,22.7,21,5.9,3,6.1,3.4,13,8,8,23,7.3,11,1.4,5,2,0,3,5,0,6,1,0,1,6,2,0,2,1,1,1
9,DEN,ATL,27,34,-7,61,72,0,7,10,0,0,4,-4,47,4,-4,50.5,-13.6,28,30,-21.2,7,-6.9,26,-4.4,-4,19,23,-3.3,22,6.9,18,-0.7,5,2,0,3,5,0,3,4,0,1,2,6,0,1,1,1,1
9,CHI,TEN,17,24,-7,41,74,7,7,7,0,0,6.5,-6.5,46,6,-6,47,-2.9,18,27,-17,6,-14.8,21,-1.5,7.3,10,4,21.8,20,5.9,31,-7.7,5,3,0,2,5,0,5,3,0,-2,5,2,0,-2,1,1,-1
9,DET,MIN,20,34,-14,54,72,0,7,7,1,0,2,-2,56,3.5,-3.5,51.5,0,14,18,0.8,17,4.4,12,1.3,-1.3,16,16,3.1,16,2.9,22,-1.5,3,4,0,4,3,0,3,4,0,-1,2,5,0,1,1,1,1
9,BAL,IND,24,10,14,34,72,0,7,7,0,0,-4,4,44,1,-1,48,20.3,3,20,-1,5,-16.5,1,12.3,16.7,6,22,-1.4,3,-19.6,4,5.3,3,3,1,4,3,0,5,2,0,-1,5,2,0,2,-1,-1,-1
9,HOU,JAX,27,25,2,52,80,15,14,14,1,0,-4,4,56,-6.5,6.5,48,-4.5,20,15,3.2,28,9.7,19,-0.8,-19,31,19,-0.7,32,19.9,27,-4.7,1,6,0,2,5,0,1,6,0,-2,1,6,0,-6,1,-1,1
9,NYG,WAS,23,20,3,43,68,1,6,14,1,0,3.5,-3.5,41.5,3,-3,43,-12.5,26,28,-18.6,18,4.9,6,4.7,-13.5,27,31,-22.3,4,-17,25,-3.3,5,2,1,2,3,2,1,7,0,-2,2,5,0,1,-1,-1,0
9,LV,LAC,31,26,5,57,72,0,7,7,1,0,3,-3,56,-1,1,52.5,-8.2,24,13,4.7,31,15.1,24,-1.8,-2.6,17,11,7.1,15,1.5,32,-9.7,3,3,0,4,2,1,3,3,0,1,2,5,0,-1,-1,-1,1
9,PIT,DAL,24,19,5,43,73,12,7,7,0,0,-13.5,13.5,41.5,-14.5,14.5,44,19.9,4,14,3.8,2,-21.8,7,4.6,-17.2,29,26,-15.7,24,8.2,16,0.3,6,1,0,0,8,0,7,0,0,7,2,6,0,-3,1,-1,-1
9,MIA,ARI,34,31,3,65,72,0,7,14,0,0,6,-6,46.5,6,-6,49,-1.3,15,21,-1,11,-4.7,2,10.5,7.2,11,10,7.3,10,-5.4,15,0.5,5,2,0,5,2,0,4,3,0,3,5,2,0,3,-1,-1,1
9,NE,NYJ,30,27,3,57,60,3,8,8,1,0,-7,7,41.5,-8.5,8.5,42,-11.1,25,24,-12.5,27,9.3,8,3.1,-30.5,32,32,-31.5,26,8.5,28,-5.1,3,4,0,1,7,0,2,5,0,-4,0,8,0,-8,1,-1,1
10,IND,TEN,34,17,17,51,52,3,4,4,1,0,1,-1,50.5,-1.5,1.5,49,16.4,6,22,-3,3,-20.1,6,4.5,8.2,10,3,20.2,18,4.3,30,-7,4,4,0,3,5,0,5,3,0,-1,6,2,0,1,-1,-1,1
10,CIN,PIT,10,36,-26,46,56,8,14,7,1,0,10.5,-10.5,49,6.5,-6.5,45.5,-18.9,31,25,-14.1,29,11.1,10,2.1,18.3,5,15,2,2,-21.5,11,1.7,6,2,0,6,2,0,2,5,1,1,8,0,0,8,1,1,1
10,WAS,DET,27,30,-3,57,72,0,7,7,0,0,3.5,-3.5,46.5,2.5,-2.5,45.5,-15.2,27,31,-24.4,6,-14.6,24,-2.4,-3.4,18,19,-0.2,25,7.5,15,-0.1,2,4,2,3,5,0,2,6,0,-1,3,5,0,-2,1,1,1
10,HOU,CLE,7,10,-3,17,59,16,7,14,0,0,2,-2,55.5,4.5,-4.5,46,-4.4,20,14,2.5,27,9,14,0,-6.9,23,17,0.2,19,5,29,-5.7,1,7,0,3,5,0,2,6,0,1,5,3,0,-1,-1,1,-1
10,JAX,GB,20,24,-4,44,37,24,7,10,0,0,14,-14,55.5,13.5,-13.5,47,-18.8,30,21,-1.3,32,18.4,25,-2.6,11.6,8,2,24.6,21,5.9,13,1,3,5,0,6,2,0,1,7,0,-7,6,2,0,1,-1,1,-1
10,PHI,NYG,17,27,-10,44,55,13,14,7,1,0,-3,3,41,-4.5,4.5,46,-7.5,24,30,-22.1,11,-2.6,20,-1,-12.4,25,26,-16.1,22,6.1,3,5.5,3,5,0,6,2,1,3,4,1,2,2,7,0,1,1,1,-1
10,TB,CAR,46,23,23,69,66,12,13,17,1,0,-6.5,6.5,47,-6,6,49.5,20.9,3,13,6.1,1,-21.6,16,-0.1,-3.7,19,8,9.6,26,8.1,18,-0.5,4,3,1,4,4,0,6,2,0,3,3,5,0,-3,-1,-1,1
10,DEN,LV,12,37,-25,49,72,0,7,7,1,0,4,-4,51,3.5,-3.5,50.5,-16.1,28,29,-22.1,9,-3.8,26,-3.5,-6.6,22,12,6.3,30,14.3,17,-0.4,5,3,0,4,3,0,3,5,0,-1,4,3,0,2,1,1,-1
10,BUF,ARI,30,32,-2,62,72,0,7,7,0,0,3,-3,49,3,-3,56,5.9,12,10,8.4,17,4.2,8,2.7,6.4,11,9,8.4,10,-3,23,-1.5,4,5,0,5,3,0,7,2,0,3,5,3,0,-1,-1,1,1
10,SEA,LAR,16,23,-7,39,72,0,7,14,1,0,1,-1,53.5,2.5,-2.5,55,12.9,7,4,18.1,24,6.8,4,5,10.3,9,5,13.5,8,-6.1,31,-7.3,5,3,0,4,4,0,6,2,0,-1,5,3,0,-1,1,1,-1
10,SF,NO,13,27,-14,40,72,0,10,14,0,0,6.5,-6.5,53.5,9.5,-9.5,49,2.9,13,16,1.8,12,-1.7,12,1.1,25.4,1,6,13.4,7,-13.4,5,4.9,4,5,0,2,5,0,4,5,0,-2,5,2,0,4,1,1,-1
10,BAL,NE,17,23,-6,40,50,12,7,6,0,0,-7,7,40,-7,7,44,18.5,4,23,-3.3,5,-17,1,10.8,-13.1,26,24,-8.5,31,15.2,7,4,4,3,1,3,5,0,6,2,0,1,3,5,0,1,1,1,-1
10,LAC,MIA,21,29,-8,50,83,6,7,7,0,0,2,-2,47,1.5,-1.5,49,-4.4,21,11,6.6,16,2.9,32,-10.6,0.8,15,18,0,14,-1.6,2,10.7,4,3,1,6,2,0,2,6,0,-2,5,3,0,4,1,1,1
10,MIN,CHI,19,13,6,32,43,8,8,8,1,0,-2.5,2.5,45,-3,3,44.5,2.8,14,7,9.9,15,-0.9,28,-5.1,-1.7,16,28,-18.7,4,-17.1,22,-1.1,5,3,0,5,4,0,3,5,0,2,5,4,0,-3,-1,-1,-1
11,ARI,SEA,21,28,-7,49,47,9,4,4,1,0,5,-5,59,3,-3,56.5,8.5,10,12,7.3,9,-5.1,21,-1.2,13.5,7,4,16,23,7.2,3,6.9,5,4,0,5,4,0,6,3,0,1,6,3,0,-2,1,1,-1
11,PHI,CLE,17,22,-5,39,37,5,7,7,0,0,2,-2,47,2.5,-2.5,45.5,-11.3,24,28,-20.7,15,1.3,19,-1,-6.9,21,17,0.9,18,3.6,28,-6.1,3,6,0,3,6,0,3,5,1,-1,6,3,0,1,1,1,-1
11,ATL,NO,9,24,-15,33,72,0,14,7,1,0,7,-7,51.5,3.5,-3.5,49.5,-2.9,20,20,-0.5,22,7,20,-1.1,30.1,1,6,13.5,5,-17.3,5,5.4,4,5,0,3,5,0,3,6,0,2,6,2,0,5,1,1,-1
11,DET,CAR,0,20,-20,20,61,2,7,7,0,0,3,-3,47,-3,3,47.5,-1.1,18,14,5.8,25,9.6,15,0.7,-1.3,19,7,9.8,27,9.8,11,2,4,5,0,4,5,0,4,5,0,1,3,6,0,-4,1,1,-1
11,NE,HOU,20,27,-7,47,74,2,7,7,0,0,-2.5,2.5,47,-2.5,2.5,49.5,-12.1,26,22,-2,32,16.6,7,3.7,-7.2,22,15,0.9,28,10,17,0,4,5,0,2,7,0,4,5,0,2,2,7,0,-1,1,1,-1
11,PIT,JAX,27,3,24,30,71,7,7,7,0,0,-9.5,9.5,46,-10.5,10.5,47.5,20.4,4,16,0.9,2,-20.4,8,3.7,-15.4,28,23,-4.7,31,13.2,13,1.5,7,2,0,4,5,0,9,0,0,9,1,8,0,-8,-1,-1,-1
11,GB,IND,31,34,-3,65,72,0,7,10,0,0,2,-2,50,1.5,-1.5,52,9.5,9,2,21.1,16,3.2,24,-1.9,18.1,5,18,0.4,4,-18.8,6,3.9,6,3,0,5,4,0,7,2,0,2,6,3,0,1,1,1,1
11,CIN,WAS,9,20,-11,29,54,7,7,7,0,0,0,0,46,1.5,-1.5,47.5,-21.9,30,26,-15.6,30,11.4,14,1,-15,27,30,-21.7,7,-10.4,25,-2.5,6,3,0,2,5,2,2,6,1,-1,2,7,0,-2,1,1,-1
11,TEN,BAL,30,24,6,54,51,7,10,7,0,0,6.5,-6.5,47,6,-6,50.5,3.7,12,3,20.8,24,8.9,31,-9.6,14.6,6,24,-5.8,6,-12.7,2,10.2,3,6,0,4,4,1,6,3,0,-1,6,3,0,-1,-1,-1,1
11,DAL,MIN,31,28,3,59,72,0,14,6,0,0,9.5,-9.5,47,7,-7,50,-18.5,29,27,-16.9,20,6.4,10,2.3,2.4,14,10,8.1,10,-4.6,30,-8.4,1,8,0,6,3,0,2,7,0,-4,4,5,0,3,-1,-1,1
11,KC,LV,35,31,4,66,72,0,21,7,1,0,-7,7,58,-8,8,56.5,23.8,3,1,24.3,14,-0.6,22,-1.3,0.8,17,9,8.6,21,6.6,16,0.5,6,1,0,5,3,0,7,0,0,7,5,3,0,3,1,-1,1
11,MIA,DEN,13,20,-7,33,44,3,7,7,0,0,-1,1,46.5,-4,4,46,3.5,13,19,-0.2,13,-1.6,1,10.7,-22.5,31,32,-30,11,-3.4,26,-3,7,2,0,5,4,0,6,3,0,5,3,6,0,-2,1,1,-1
11,NYJ,LAC,28,34,-6,62,72,0,13,7,0,0,10,-10,47,9.5,-9.5,47.5,-29.6,32,31,-23.7,29,10.5,27,-4,-8,23,11,7.5,19,4.9,32,-12.4,2,7,0,4,4,1,0,9,0,-9,2,7,0,-3,-1,1,1
11,LAR,TB,27,24,3,51,69,4,8,8,0,0,3,-3,49,4.5,-4.5,47.5,11.8,8,5,14.4,8,-7.4,29,-7.2,24.9,2,8,9.7,1,-22,23,-1.8,5,4,0,5,3,1,6,3,0,1,7,2,0,4,-1,-1,1
